id,code,icao,name,aircraft_id
380f093b-75fe-4eb7-833e-31c2774db7c2,T9,VTU,Turpial Airlines,5f1cf5a0-a12c-4e71-a2e4-364ea018f13a
3817959d-b33a-4354-ba45-5f434258657d,PJ,SPM,Air Saint-Pierre,c4634b88-21c4-4a9f-9246-4656498dfba6
38265164-9d6f-4043-a7e8-2babf22229e7,S9,FLG,FlyBig,b92d5273-e5f4-4cae-9749-c2736a812bcf
383fc8e1-3715-47a6-9d15-7f18e26f2c36,UJ,LMU,AlMasria Universal Airlines,6afc6d70-2dfc-4a00-bf88-9939c0b5e481
385669dc-66aa-4a89-a18d-b0ba878b0846,,PJI,Premier Jets,d29651e4-10d6-4c9c-9105-4cc1a1eafcc7
3897a5d7-8cfa-4489-be1c-f8a33d6495da,,SEB,Euroavia Airlines,2aa2a4a2-c9d9-4109-bf08-f482feb0641b
38feea22-2a0e-4fd3-b97e-4e581b34507a,,ASR,Aero Sotravia,0bfbedaa-8c9a-4bd8-a1d9-9f0ff4740b05
3901d4db-9b47-4033-b3d6-66388c5a1d17,,DCU,DC Aviation San Marino,ad24db36-44d0-4dd9-a582-51169b2f5811
390a6028-5201-4c74-8513-9ce7c9fbbdb5,T6,ATX,AirSWIFT,b247e602-567e-433d-94bf-53872a313b2f
390cbbe8-2de1-43f9-8068-86ba0adc4110,3K,JSA,Jetstar Asia,d7b36060-5b05-460b-9d20-324dd343e05d
393cd599-cfab-4ae0-814c-03b36d046f12,,AME,Spain - Air Force,0bfbedaa-8c9a-4bd8-a1d9-9f0ff4740b05
39908eca-54b2-4686-93db-a78a00d2ce0e,,FIX,Fox Aviation,7b9d1131-6f7b-4930-9403-d1cdd2a3bd54
39aed588-427b-4e4e-8759-4116ed90a191,SV,SVA,Saudia,7a9f5283-9df2-4c23-a512-032f694a1010
39e37978-e734-4dfd-b9e2-7476eee511da,QN,SKP,Skytrans,a344d354-999e-471c-8847-6ff9543f167c
39f79336-31e5-4513-bfa6-958bc2632332,SI,BCI,Blue Islands,64e5cee1-96a0-4b1f-9f15-fd8f29fe491f
3a195b2e-02cd-4e30-b64f-74ad0daead2a,,BEZ,Kingfisher Air,03b894cd-4588-4bc2-9f05-9c20bce8c54e
3a196358-785c-4500-a9fd-f1167cd29e6c,,EEF,Estonia - Air Force,8fa19a99-d710-438c-bd0d-0ad9ee968595
3a283248-e161-414a-8d51-369c85adf0f6,MM,APJ,Peach,6afc6d70-2dfc-4a00-bf88-9939c0b5e481
3a324739-1fc4-41d0-80e6-6637e817f85f,K8,IJW,InterJet West,e3e700ff-ac8c-4aee-bc19-2ec23ee5c700
3a4aac9e-637e-4f81-bd8f-085a5ce5c37e,Q7,DHA,DHL Air Austria,a344d354-999e-471c-8847-6ff9543f167c
3a5adc48-cddc-4e12-b2cd-0199165ba856,,BOE,Boeing,8fa19a99-d710-438c-bd0d-0ad9ee968595
3a6751d6-d431-4623-bda9-abb476cab5d2,,TRF,Thrust Flight,7a9f5283-9df2-4c23-a512-032f694a1010
3a97fd6e-5dd6-4c4a-b4a8-5fee433e0c66,W4,WMT,Wizz Air Malta,e3d079b5-e80c-4d2f-bfbb-b8e3f9e5c632
3afe9058-a0ee-48c5-9224-c0d9cb38962e,MO,CAV,Calm Air,7a9f5283-9df2-4c23-a512-032f694a1010
3b486ab5-9767-4df1-b69a-b6aa359a6215,,JFL,Jet Fly Airline,a344d354-999e-471c-8847-6ff9543f167c
3b5145eb-9f32-48c0-8d78-43a567357fed,YT,NYT,Yeti Airlines,ca7e7b55-33df-48bc-805a-37027da27334
3b83e46c-f73e-468a-89c1-bf718b9233e6,5E,BLK,Aero,1eae12c3-9008-413d-96e1-32479d9cd002
3b85c22a-f9ea-4196-9cdd-aee8eaa80734,L5,REA,Red Air,7b9d1131-6f7b-4930-9403-d1cdd2a3bd54
3bf4f4a3-7561-4164-9216-c309e75297b3,,NAF,Netherlands - Royal Air Force,1eb4c20b-4f64-4249-bb68-0d83b74502af
3c47d6e9-cccc-43be-aaa3-a986aed70601,I7,IOA,IndiaOne Air,e3996312-9e3c-428f-ab84-68d8128354ca
3c4a6cea-d9be-44f8-aded-4e65c32c4be2,,WLN,West Link Airlines,a0cfe6c9-e2b5-4b12-b42e-e00af74f4abf
3c54b147-796a-440b-a109-2b089039002f,,RGY,Regency Air,ce8a2b6d-b0fd-4a46-b231-8a96e39dfef5
3c592462-dc4d-483e-a81d-f110d51c2ae9,5Q,HES,Holiday Europe,ad24db36-44d0-4dd9-a582-51169b2f5811
3c5bca5e-f8a9-4d50-b454-928b2b19bf38,QQ,UTY,Alliance Airlines,e9440fd1-1056-4252-afc6-0b185042190a
3c707495-7124-4338-a9c8-d3faf9b1cb54,,HEL,Helicol,18632bfc-8cf7-4104-9799-2be2b847d31b
3c827636-bfc6-46c7-ab35-3c359f8e2889,TL,ANO,Airnorth,43001143-6340-435a-b903-7efb8a27f1a9
3ca26e1c-f4e6-4c88-9864-b189ed82dede,SX,TOR,FLYGTA Airlines,b84ed933-efac-4a76-b1ff-612b8e0c341f
3ccf3cb5-6cc6-47bf-b91d-09a77fcfc5d7,8R,AIA,Amelia,c4634b88-21c4-4a9f-9246-4656498dfba6
3cddc196-11a0-4b48-92a1-4fdeb7580fac,,MVP,Premier Private Jets,1eb4c20b-4f64-4249-bb68-0d83b74502af
3ce31f50-f8c2-497e-a1d2-4ee9d8173193,,UKL,Ukraine Air Alliance,fa0e86e2-0f72-4732-b836-d6e783ab5b12
3ce9c0fb-2e7f-4829-9aec-528ea6160c04,,CTL,Central Air Southwest,eac44a30-be6b-4656-8ab7-b3491d50f865
3d1c9031-26ff-45b0-a1e0-2621839e9b5b,,PNC,Prince Aviation,e5bce460-d20f-4f4a-99e9-1ba8012f994c
3d20dc07-9dfa-41a1-a19d-17f52515c234,E6,EWL,Eurowings Europe,70793c95-c5b2-40c3-b7fe-f0d349510736
3d265ab5-ea12-4453-afa9-ba9decbc3461,,MSS,Global Aviation,bf6eb564-8fe1-44bf-900c-1a9c920708da
3d349017-a864-4c29-8488-246d2c242525,,OPT,Flight Options,afdd12e8-2a59-4389-8741-3a7366506719
3d371ba0-69c2-465e-8f8c-4eb913954421,,SJJ,SpiritJets,7a82e98c-21de-47fa-9cf3-a64354477064
3d59f486-6043-4fd5-a6c3-89630e66c280,,GFS,Hong Kong - Government Flying Service,6fb8839e-92ec-4136-8840-256b595ae414
3d662e6f-0d34-4a58-85ae-09571177d381,5O,FPO,ASL Airlines France,786769aa-0be0-4a8b-a156-7c8173b7115d
3d86162d-6522-4b79-a9b0-7b35a57e6733,,CWA,CanWest Air,6afc6d70-2dfc-4a00-bf88-9939c0b5e481
3d927c5c-be2e-4d60-8e84-d4e7b8c6d3d7,II,CSQ,IBC Airways,6d82e450-ea5f-49bf-92c8-f1cae6aaba34
3da346f9-854d-42a4-bd03-f6dc7afcd6aa,,COL,SC Aviation,c2a27bb1-1825-4901-b6a3-8eee9ed6d292
3dae82d6-eb48-46fe-bffe-0633b8f6ad61,T2,MCS,TUM AeroCarga,7a82e98c-21de-47fa-9cf3-a64354477064
3dc4e139-253d-4baa-be86-ece9f7632aa3,,FWK,Flightworks,ece7cc95-414a-40e6-81a9-1e1328a9a53e
3dcb1645-f657-43c4-a044-7375e57d1c8e,,BAY,Bravo Airways,ece7cc95-414a-40e6-81a9-1e1328a9a53e
3deee5df-bfd4-41b9-ae9f-e593f3af2cc8,,TMW,Trans Maldivian Airways,60206718-346a-4a12-b63e-90ddcc1afeb7
3df709ac-1dca-4357-9af2-9280ca3c973e,DO,SHH,SKYhigh Dominicana,a5012248-47a9-446b-9c50-dd024dbf9cf7
3e118542-aa07-424f-bfc8-f875547f18ef,H6,BUC,European Air Charter,6afc6d70-2dfc-4a00-bf88-9939c0b5e481
3e19a6d1-47ee-4a2a-a197-0770086067dd,F6,VAW,Fly2Sky,a5012248-47a9-446b-9c50-dd024dbf9cf7
3e3489a5-8c13-4771-a883-ec36ea915c75,,MUS,Air Adelphi,18632bfc-8cf7-4104-9799-2be2b847d31b
3e4d85ab-b4c3-4cdf-a29d-429c845dca3b,GM,GSW,Chair Airlines,70a58408-37cb-44e4-b098-cb3410b096db
3e64a506-ca7c-4c92-bc09-39c030d43541,,TWY,Solairus Aviation,7a82e98c-21de-47fa-9cf3-a64354477064
3e6aedf0-a776-42b2-8af8-f1a6f0166e58,,ORZ,Zorex,479f2825-4990-4e34-91d8-7f6366185c08
3e7d7cf3-4d95-4217-a025-a4cbf122e60e,,PXR,PixAir Survey,61fa880c-e27a-40fa-b4b6-da12434f36fe
3e840183-b204-4ebe-a962-1f6af5443be1,O3,CSS,SF Airlines,6fb8839e-92ec-4136-8840-256b595ae414
3f5e9ff8-7cff-4d4a-ae0a-70ad7791f461,UN,UNA,Business Aviation Asia,4c89c5df-53dc-40af-bd6a-03be54b03efc
3f7cee13-525a-4c00-9117-d05cb4f62525,,DKA,Dokia Air,699f348d-3071-43cd-a452-523c226912ca
3f83206a-8a02-445f-b786-24795ed04efe,9C,CQH,Spring Airlines,b84ed933-efac-4a76-b1ff-612b8e0c341f
3fef746c-c3c8-48d9-a85a-7030d012dc36,WU,WST,Western Air,f7b66762-95cc-4822-9dee-3f98e7cc0c83
4013bfdc-0bad-4838-87be-7a56c66fbb00,5W,WAZ,Wizz Air Abu Dhabi,bfe7598b-598a-49c0-8afc-95f13e3aae90
40331140-0630-476e-b3a3-9fb2cfca7491,,FLJ,Flexjet Europe,0c730dd2-fd3a-4fb5-bcf2-c09f197532cc
4051fee2-5618-407e-b047-a1cc082126f3,,LVL,Level,ca7e7b55-33df-48bc-805a-37027da27334
40546e6d-1122-4136-8b23-5e9d3f6a6be4,,CEU,ASAS Linhas Aereas,ca7e7b55-33df-48bc-805a-37027da27334
408118ed-b925-405e-bce9-13c113f132f8,,WWI,Worldwide Jet Charter,d292de82-6ae2-4d34-8ab3-5de0d1ca20cb
40a6571f-deb3-42b4-b23f-2352bc6265af,QR,QTR,Qatar Airways,ab6545e3-dffb-493a-aa02-16473dbc4c68
40cf6ab3-5966-40f0-a2f0-bf3b5d6b99f5,,JSD,B. J. Aviation,b247e602-567e-433d-94bf-53872a313b2f
40d3a673-64d5-4d02-9883-7ad70ce97019,,IAM,Italy - Air Force,699f348d-3071-43cd-a452-523c226912ca
40e1c231-7726-4ee9-a034-0631a5216469,,KSM,Kosmos Airlines,e3996312-9e3c-428f-ab84-68d8128354ca
40f0bda1-0b3c-420a-8f3b-6ca02167a2ff,,RFE,Tulpar,ca7e7b55-33df-48bc-805a-37027da27334
410b8810-3ed3-407d-ab71-2b9d4b304965,,CTE,Atlanta Air Charter,d7f61863-39a0-4ee7-b939-f6649de7dbd0
41315456-ed7d-4570-90a3-29c8553d61b6,,MJF,MJet,fa0e86e2-0f72-4732-b836-d6e783ab5b12
413234c3-cf54-4f94-b6ea-2cfecb0f16a8,K3,TQN,Taquan Air,a5012248-47a9-446b-9c50-dd024dbf9cf7
413ee0ae-c9fd-439c-8599-a3e7cdced1e0,CF,CYZ,China Postal Airlines,a5bd5277-33ca-4ac1-ac3c-3da58988b89a
4140582a-8cd2-42d8-90f6-61b829d72570,,HLR,Heli Air Services,ca7e7b55-33df-48bc-805a-37027da27334
414d648e-bc2c-40b8-bc81-e40113e87e8e,,FAE,Ecuador - Air Force,e3d079b5-e80c-4d2f-bfbb-b8e3f9e5c632
41bc4e81-681f-44a1-8b05-c27d206c0e3c,V5,DAP,Aerovias DAP,a344d354-999e-471c-8847-6ff9543f167c
41d33bf0-3518-4a1b-add3-3c6eb490df06,YO,MCM,Heli Air Monaco,03b894cd-4588-4bc2-9f05-9c20bce8c54e
41d418d7-a617-4b28-89b2-5ade0af9e389,X9,NVD,Avion Express,a344d354-999e-471c-8847-6ff9543f167c
42389e2a-c02c-4d0b-ba29-bf2806b4212c,MH,MAS,Malaysia Airlines,479f2825-4990-4e34-91d8-7f6366185c08
42551ef5-af46-486c-a3a6-c611495673d6,7Q,MNU,Elite Airways,2f236568-8167-4159-b1a5-e17f2e2fb83a
4258c15a-1b2a-4c5e-bad0-79c5a74c07a1,LZ,LAL,Legend Airlines,afdd12e8-2a59-4389-8741-3a7366506719
42792a3b-98f5-4c19-ba00-059fc51dbf8c,,TOY,Toyo Aviation,479f2825-4990-4e34-91d8-7f6366185c08
428b0ed2-2ca3-474f-9f51-8c0eae244aef,,VTB,JetStream Charter,c95afb73-8896-4a4b-af81-483d23915bb3
42a014cc-bf0c-45f1-82ce-59f24b303c88,,MMI,Italy - Navy,2f236568-8167-4159-b1a5-e17f2e2fb83a
42c6c8d1-e8db-4cde-931e-80a33ff785e3,,MJN,Oman - Royal Air Force,6fb8839e-92ec-4136-8840-256b595ae414
42cdf73a-4efe-4c1f-87fb-05706f1a8b19,US,USA,Silkavia,e9440fd1-1056-4252-afc6-0b185042190a
42d6a019-0572-48ef-81eb-8aa482a7e61a,,BTX,VW Air Service,a5012248-47a9-446b-9c50-dd024dbf9cf7
433ced45-0d51-4ba6-ba18-e841682f7b15,L7,LAE,LATAM Cargo Colombia,4c89c5df-53dc-40af-bd6a-03be54b03efc
43476da6-f486-466f-b63b-7ad6efb26da2,,VGI,Virgin Atlantic International,ca7e7b55-33df-48bc-805a-37027da27334
435bde33-326c-4ac4-9d5b-fadf3176d567,,TIV,Thrive,c67908b8-cc77-4610-8452-a790dcd76c35
436c770c-e5f4-4b95-a6d2-559fc57bc432,,XLR,Texel Air,33947f2a-dc5d-44ef-834b-63dd3c02e618
436e6908-a641-42d4-bf66-b76ffd9eafa1,,DCW,DC Aviation,64e5cee1-96a0-4b1f-9f15-fd8f29fe491f
438d493f-aeb0-4177-ae75-1c4485b9f4c2,EX,AVR,Avianca Express,2aa2a4a2-c9d9-4109-bf08-f482feb0641b
43919784-9e98-4515-880f-e53a1bb8225d,,TJS,Tyrolean Jets & Services,92317668-392c-458d-94a3-ed8884b931ce
43a02719-604a-4820-ab49-672250f38738,,RNI,Rennia Aviation,307bbd25-f36a-4632-bb19-867776e5f4d4
43c715c4-5bd9-4300-b696-9cc73c251755,B4,BYD,Beond,ece7cc95-414a-40e6-81a9-1e1328a9a53e
43ff6739-9e0d-4ed7-b0e7-dbe045c4518f,ZB,ABN,Air Albania,ad11a97d-9743-43be-9ed5-76e97eff93a3
440fa754-74fa-431f-a67b-26065fdc8f5a,NF,AVN,Air Vanuatu,b247e602-567e-433d-94bf-53872a313b2f
44161c3e-7525-4086-9a40-a697c1971327,YK,AVJ,Avia Traffic,e3d079b5-e80c-4d2f-bfbb-b8e3f9e5c632
4417fa91-9517-4cb6-b245-a626031b6bd2,,SMB,Skymark Executive,e3e700ff-ac8c-4aee-bc19-2ec23ee5c700
441f24bb-3dab-42f2-a46d-5e90a71a474d,,JDS,Jackson Demolition Service,7a9f5283-9df2-4c23-a512-032f694a1010
4441a1b5-0834-4a74-be1c-382cb0a0cb80,,PRD,Presidential Aviation,6d82e450-ea5f-49bf-92c8-f1cae6aaba34
44471260-2906-4bf9-858b-c9f3e757c996,,TNZ,Texel Air Australasia,0bfbedaa-8c9a-4bd8-a1d9-9f0ff4740b05
444a764a-5430-4945-927a-dd0334a2bf98,,NJS,Cobham Aviation Services Australia,36d6c34a-1001-4681-b2f0-e49769b7244a
44b053e4-5691-4452-8fb8-d4457f65948b,,FBY,FlyBy,e9440fd1-1056-4252-afc6-0b185042190a
44b75a31-dbc3-40e5-902e-270c8195c39c,,IRZ,Saha Airlines,18632bfc-8cf7-4104-9799-2be2b847d31b
44be2e1d-003b-4ac2-af37-3e052be8739f,GE,GBB,Lift,699f348d-3071-43cd-a452-523c226912ca
450c5531-fa4f-4c1a-8867-ed3d1edb285e,,HSO,Heli Service International,e3d079b5-e80c-4d2f-bfbb-b8e3f9e5c632
452a1515-5877-467e-b77d-99d72f5167bb,,SVS,SAS Link,18632bfc-8cf7-4104-9799-2be2b847d31b
45322ef1-c33b-4211-a9d2-5cd1c1693701,N6,TZS,TCA,d1979a0c-a43e-482b-afff-697e42c18741
4585be95-207e-4325-8342-14ae94c3ccd8,,JEF,JetFlite,b247e602-567e-433d-94bf-53872a313b2f
45a5d2b6-bb82-43dc-81eb-e35c7d0e8d14,,HNA,Greece - Navy,03b894cd-4588-4bc2-9f05-9c20bce8c54e
45d5e87f-eb58-4fc0-996a-8d7106856e32,,RAX,Royal Air Freight,c4634b88-21c4-4a9f-9246-4656498dfba6
45e938b9-ed75-42cb-8789-f65b91565824,3H,AIE,Air Inuit,afdd12e8-2a59-4389-8741-3a7366506719
45fcbc1a-9f57-4e5f-bd51-d58ded037b13,BR,EVA,EVA Air,9268a125-613d-42c5-82b3-9bbca00f3324
461c73aa-bbc7-49e5-90f1-697f63d71097,G6,GXA,GlobalX,307bbd25-f36a-4632-bb19-867776e5f4d4
463361a6-293f-4d4d-89f5-74792af9e137,,MFC,Canlink Aviation,e3996312-9e3c-428f-ab84-68d8128354ca
4654e7fc-ebce-4920-9ffb-143bbaa4516e,UF,PER,Petroleum Air Service,1eae12c3-9008-413d-96e1-32479d9cd002
465d60d4-9319-434d-ae86-b76049df7315,2P,GAP,PAL Express,d29651e4-10d6-4c9c-9105-4cc1a1eafcc7
465dd3ac-d33d-45e6-8773-52f3985e2810,,BCO,Airbus Beluga Transport,6d82e450-ea5f-49bf-92c8-f1cae6aaba34
466e4904-9748-43f2-9e4f-2d8c731aa109,TG,THA,Thai Airways,ab6545e3-dffb-493a-aa02-16473dbc4c68
467b6f03-33f0-41fe-a306-cc9a7f7a4aa6,,FTK,United States - North Carolina Forest Service,c2a27bb1-1825-4901-b6a3-8eee9ed6d292
46950e4b-9dc7-473f-bd62-5e65576fa3b6,,ABV,ASL Airlines UK,8fa19a99-d710-438c-bd0d-0ad9ee968595
46b48a30-97e9-44f9-b716-7ddd9ac33b44,,DZD,Yazd Airways,a5012248-47a9-446b-9c50-dd024dbf9cf7
46dc0272-cd49-4643-8592-6dc444b1be18,HZ,SHU,Aurora,9268a125-613d-42c5-82b3-9bbca00f3324
4734d865-919c-4a4f-86ec-40f1daddf121,,CFR,United States - California Department of Forestry,fa0e86e2-0f72-4732-b836-d6e783ab5b12
474ba860-9e9d-45a8-9dfd-508f94389b89,LM,LOG,Loganair,6cec703b-e051-40b6-9252-a461f60a68d2
478f65ee-2503-4d2e-8d35-98e6aa42ee1d,FW,IBX,Ibex Airlines,43001143-6340-435a-b903-7efb8a27f1a9
47a6394d-60af-48a8-bad0-1cfd8534a2bf,G9,ABY,Air Arabia,ece7cc95-414a-40e6-81a9-1e1328a9a53e
47dc2584-40cc-41a4-a2ba-fc2d93264e79,M3,LTG,LATAM Cargo Brasil,8490dd6f-82da-42e3-a283-d45b9c929093
47e63cc9-1446-44d3-8c64-03f9da95a880,,VEA,Aeroservicios Avila,e3d079b5-e80c-4d2f-bfbb-b8e3f9e5c632
481ca28a-19cb-4cc2-b2d8-1742eb3ccec2,,FAM,Mexico - Air Force,6cec703b-e051-40b6-9252-a461f60a68d2
4825def8-99fd-4467-b67e-afe137378cde,XP,VXP,Avelo Airlines,098d78e7-0916-41ec-9e1d-a59779105abe
485355e8-6f7a-4440-b6e5-50a25dd41d1c,9R,NSE,Satena,b84ed933-efac-4a76-b1ff-612b8e0c341f
485eed4e-f845-4fe0-a154-f59e0ba97ac2,,GNJ,GainJet,325b2bf4-a682-40a1-ae0f-fc03ce29dffe
486d3a51-6548-4cf4-bb48-aee8c5e82aba,,MJE,Empire Aviation,0c8da3df-da20-44c6-9da1-270c48042907
4873ea80-34df-40eb-9351-4af15aa577df,,SAV,Sun Air,b342cc09-cb98-4c15-a2cc-feb55b3c965a
4877c748-7f04-4227-88b0-435a249632d5,,JXX,Jinxiang Airlines,70a58408-37cb-44e4-b098-cb3410b096db
487daf99-78a3-42cf-b694-758e7f76798b,3J,JBW,Jubba Airways,fa0e86e2-0f72-4732-b836-d6e783ab5b12
48869f06-ba1a-4f5e-8d61-2a051cc19ee8,F4,FFA,Fly4 Airlines,b84ed933-efac-4a76-b1ff-612b8e0c341f
4888c241-d157-44c4-90d8-65327b864014,,GSH,Gama Aviation UAE,325b2bf4-a682-40a1-ae0f-fc03ce29dffe
4897e449-aa98-4827-ba7f-6ee25f475aa5,,SAH,Smart Jet,bfe7598b-598a-49c0-8afc-95f13e3aae90
489cb35c-2c36-4738-a2a6-35020d1ed97d,JW,PWF,Private Wings,786769aa-0be0-4a8b-a156-7c8173b7115d
489f90b4-fad8-4750-ad9b-12e4c187860b,,XSN,AirSF Flight Services,699f348d-3071-43cd-a452-523c226912ca
48a80dcb-8996-413e-bf2a-18bf639f9e60,FS,AFE,Airfast Indonesia,0e919774-1941-4106-9509-a6ff216b6b42
48f5f089-14ac-42b0-918a-2341ee1b7d14,LB,BVL,Bul Air,2f236568-8167-4159-b1a5-e17f2e2fb83a
494da6bc-3222-4aa0-a066-f1309d559d78,7F,FAB,First Air,0bfbedaa-8c9a-4bd8-a1d9-9f0ff4740b05
495ab563-efff-42d1-8c6f-c4eda32183a5,,PHJ,Corporate Jet,51d24f4d-a2a4-4d58-ab49-09beff495f79
4961b2a4-05cc-46bb-8f5b-d3ce5f8ed9d0,BJ,LBT,Nouvelair Tunisie,ece7cc95-414a-40e6-81a9-1e1328a9a53e
499f5106-7014-4549-8403-4d924e393b2f,XK,CCM,Air Corsica,5537ccfb-0377-4acc-aa7b-5a5584aa1b49
49b5a017-ce1e-4bc7-9ba5-b8c18c515281,,QAF,Qatar - Amiri Flight,ad116880-17d9-4623-b6fb-dba4aeceb17f
49da35ce-4c23-4494-8803-57aa66a96756,,BFS,BAA Training,5f1cf5a0-a12c-4e71-a2e4-364ea018f13a
49f7121d-366c-4fc2-acaa-0c202acd80c6,5C,ICL,Challenge Airlines IL,2aa2a4a2-c9d9-4109-bf08-f482feb0641b
4a1d8fd8-94b6-4802-9511-92fb9a1eb66d,,SIV,Solenta Aviation Cote D'Ivoire,b247e602-567e-433d-94bf-53872a313b2f
4a293da4-af44-4231-8e59-30bf07b10d0c,,WCC,West Coast Charters,36d6c34a-1001-4681-b2f0-e49769b7244a
4aa45983-2a7c-4f65-8140-2fe81d661eb3,,LGF,Legacy Airways,7a82e98c-21de-47fa-9cf3-a64354477064
4aaf2862-7fc9-4be0-bcae-02d5c8dda1be,HP,APF,populAir,5f1cf5a0-a12c-4e71-a2e4-364ea018f13a
4aba7ba0-5ead-41fe-a38a-c47cdb3320f4,,BAF,Belgium - Air Force,ece7cc95-414a-40e6-81a9-1e1328a9a53e
4ac2484f-a1a2-4722-9c14-18ed1577c4e0,RQ,KMF,Kam Air,4c89c5df-53dc-40af-bd6a-03be54b03efc
4ac9dc97-ed77-4d68-a3b9-0ddd158305a9,5B,BSX,Bassaka Air,c67908b8-cc77-4610-8452-a790dcd76c35
4ae00812-c850-49e3-b1b9-c29740689dd4,YP,PAG,Perimeter Aviation,c8305600-ddc8-457c-b1c1-3898aad81caa
4b0f6a5e-eea2-4f08-b344-fa74f629cea9,,JNX,jetNEXA,a0cfe6c9-e2b5-4b12-b42e-e00af74f4abf
4b2e6906-290d-4e98-9b6c-9f91b3d6d746,,DCM,Fltplan,699f348d-3071-43cd-a452-523c226912ca
4b5418a7-8ac9-4480-a696-5f2d40b360ac,,DOC,Norsk Luftambulanse,d7f61863-39a0-4ee7-b939-f6649de7dbd0
4b740804-5096-4ffd-a84a-3ba76064f790,,GGW,Duke Energy Business Services,c67908b8-cc77-4610-8452-a790dcd76c35
4b74c8e4-35b2-400d-a0da-484e0e704f3b,,GWC,Gulf Wings,b92d5273-e5f4-4cae-9749-c2736a812bcf
4b7b6bae-1e79-418a-a790-6ef386f19bda,S5,SDG,Star Air,36d6c34a-1001-4681-b2f0-e49769b7244a
4b939a2b-308a-4c57-9352-cec87a5e899f,,SRK,EATIS,a26cebc2-4bcd-4396-9b2d-782519a91ff2
4bc3f1bc-f292-4d24-ae5b-0a36ce19350d,QF,QFA,Qantas,bf6eb564-8fe1-44bf-900c-1a9c920708da
4c14955a-d350-47ce-8983-4336475fd8f6,,RDF,Eurocopter Deutschland,d292de82-6ae2-4d34-8ab3-5de0d1ca20cb
4c75e951-6afb-410d-9663-2833fdfdeb35,5M,MNT,FlyMontserrat,699f348d-3071-43cd-a452-523c226912ca
4c920c75-1b09-4994-becd-6c7411aeece6,,QAV,QA Aviation,0e919774-1941-4106-9509-a6ff216b6b42
4cb37d4a-a7b5-4220-9d98-95801d210698,3N,URG,Air Urga,b247e602-567e-433d-94bf-53872a313b2f
4cce2ad9-1258-4f7d-8db5-3c85a2695fac,,ATE,Al-Atheer Aviation,70a58408-37cb-44e4-b098-cb3410b096db
4ce35063-bd58-4efe-b3ed-97337e70faef,LR,LRC,Avianca Costa Rica,d7b36060-5b05-460b-9d20-324dd343e05d
4cef5828-d778-42e0-9f04-aadaa2d74449,,JTH,JetHouse,b84ed933-efac-4a76-b1ff-612b8e0c341f
4d71705b-c47e-47ea-b783-93ccbb73914f,MZ,AHX,Amakusa Airlines,33947f2a-dc5d-44ef-834b-63dd3c02e618
4d74b357-6293-4b2a-833a-df32a1d75641,OD,MXD,Batik Air Malaysia,6f535a36-1c42-4e01-bb3b-fdd791027512
4da169f2-ad21-4243-9986-18e0bb11b875,QO,FQA,Quikjet Cargo Airlines,1eae12c3-9008-413d-96e1-32479d9cd002
4da6eadb-5159-4f58-bd6f-429d59ad0459,FO,FBZ,Flybondi,ca7e7b55-33df-48bc-805a-37027da27334
4de72459-3dc7-4ca1-bba8-c093b10b8e9e,,SAB,Schmiedel Air Service,70793c95-c5b2-40c3-b7fe-f0d349510736
4e336986-edcb-400f-a26e-8332c5a57301,K9,KFS,Kalitta Charters,a5bd5277-33ca-4ac1-ac3c-3da58988b89a
4e456138-05e0-457f-88ed-be3346c4e181,,NTW,Maxair,0bfbedaa-8c9a-4bd8-a1d9-9f0ff4740b05
4e4c387e-48e1-430a-9972-c29b11709281,6T,LGT,Longtail Aviation,bbd1c163-4719-44ff-9f41-a95cf35a8507
4e674e47-658d-428b-b97b-4ab665dc1e16,H3,HRM,Hermes Airlines,e3996312-9e3c-428f-ab84-68d8128354ca
4e7acd0c-9d7a-40e0-83ae-74cdf1e16fca,NU,NWY,New Way Cargo Airlines,9dc4ba5f-af78-43b6-ac08-9e3f6e84ea1b
4e82f102-5cda-4386-9f5d-9e3d821d7885,Y3,SYA,Syphax Airlines,60206718-346a-4a12-b63e-90ddcc1afeb7
4e8aafdd-29ac-4d75-b060-484bbcc13d36,,TAG,TAG Aviation San Marino,d7f61863-39a0-4ee7-b939-f6649de7dbd0
4ecd7d1f-549c-43ce-a788-cdfe3c1b97ee,,WIG,Wiggins Airways,eac44a30-be6b-4656-8ab7-b3491d50f865
4edf9de6-cd6e-4c8f-9ecd-802393543b85,FJ,FJI,Fiji Airways,a344d354-999e-471c-8847-6ff9543f167c
4ee7cfba-b0ae-4e56-ab84-b46206e669c6,UK,VTI,Vistara,eac44a30-be6b-4656-8ab7-b3491d50f865
4f1d97c4-827a-4bc3-9704-7c975d64d98b,GV,GUN,Grant Aviation,49fc686e-5335-403b-8f33-680e955c2bc7
4f309e85-fd73-4760-8c1a-c2a866570bd2,6R,DRU,Alrosa,1eae12c3-9008-413d-96e1-32479d9cd002
4f823c9b-e1ac-480e-9c33-03fabfbfd6bf,,IXR,iXAir,7a82e98c-21de-47fa-9cf3-a64354477064
4f99a68b-dd48-47bf-b1d3-b9ee29c851fa,NL,AEH,Amelia International,e5bce460-d20f-4f4a-99e9-1ba8012f994c
4f9fadc7-645e-43a5-bc92-e2f3703e66f3,,JAS,Jet Aviation Flight Services,0bfbedaa-8c9a-4bd8-a1d9-9f0ff4740b05
